Application,Process,SubProcess,BusRole,Business Role Description,Standard Activity,Type,System,Platform,Entitlement Description,Entitlement Value,Authorization Object,Field-Level Security Name,Field-Level Security Value,4th Level Security Name,4th Level Security Value,Additional Comments
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,41-LOSANGELES,CALAF3A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:41-LOSANGELES&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,44-FLORIDA,GAACF7A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF7A4:44-FLORIDA&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,45-LAS VEGAS,CALAF3A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF3A4:45-LAS VEGAS&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,50-S.W.TEXAS,GANC3A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:50-S.W.TEXAS&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,61-MIDWEST,EAG1S2,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:61-MIDWEST&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,66-LAKESHORE,EAG1S2,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_EAG1S2:66-LAKESHORE&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,70-W. CANADA,CALAF1A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:70-W. CANADA&AMM&BASIS20&CFSPEC&*ALL
